净值日期,单位净值,累计净值,日增长率,申购状态,赎回状态
2023-02-02,0.452,0.452,-2.59,限制大额申购,开放赎回
2023-02-03,0.444,0.444,-1.77,限制大额申购,开放赎回
2023-02-06,0.444,0.444,0.0,限制大额申购,开放赎回
2023-02-07,0.452,0.452,1.8,限制大额申购,开放赎回
2023-02-08,0.45,0.45,-0.44,限制大额申购,开放赎回
2023-02-09,0.45,0.45,0.0,限制大额申购,开放赎回
2023-02-10,0.455,0.455,1.11,限制大额申购,开放赎回
2023-02-13,0.455,0.455,0.0,限制大额申购,开放赎回
2023-02-14,0.455,0.455,0.0,限制大额申购,开放赎回
2023-02-15,0.453,0.453,-0.44,限制大额申购,开放赎回
2023-02-16,0.457,0.457,0.88,限制大额申购,开放赎回
2023-02-17,0.454,0.454,-0.66,限制大额申购,开放赎回
2023-02-20,0.454,0.454,0.0,暂停申购,暂停赎回
2023-02-21,0.457,0.457,0.66,限制大额申购,开放赎回
2023-02-22,0.453,0.453,-0.88,限制大额申购,开放赎回
2023-02-23,0.453,0.453,0.0,限制大额申购,开放赎回
2023-02-24,0.453,0.453,0.0,限制大额申购,开放赎回
2023-02-27,0.455,0.455,0.44,限制大额申购,开放赎回
2023-02-28,0.461,0.461,1.32,限制大额申购,开放赎回
2023-03-01,0.468,0.468,1.52,限制大额申购,开放赎回
2023-03-02,0.462,0.462,-1.28,限制大额申购,开放赎回
2023-03-03,0.475,0.475,2.81,限制大额申购,开放赎回
2023-03-06,0.465,0.465,-2.11,限制大额申购,开放赎回
2023-03-07,0.46,0.46,-1.08,限制大额申购,开放赎回
2023-03-08,0.463,0.463,0.65,限制大额申购,开放赎回
2023-03-09,0.463,0.463,0.0,限制大额申购,开放赎回
2023-03-10,0.461,0.461,-0.43,限制大额申购,开放赎回
2023-03-13,0.462,0.462,0.22,限制大额申购,开放赎回
2023-03-14,0.457,0.457,-1.08,限制大额申购,开放赎回
2023-03-15,0.444,0.444,-2.84,限制大额申购,开放赎回
2023-03-16,0.446,0.446,0.45,限制大额申购,开放赎回
2023-03-17,0.453,0.453,1.57,限制大额申购,开放赎回
2023-03-20,0.452,0.452,-0.22,限制大额申购,开放赎回
2023-03-21,0.448,0.448,-0.88,限制大额申购,开放赎回
2023-03-22,0.451,0.451,0.67,限制大额申购,开放赎回
2023-03-23,0.453,0.453,0.44,限制大额申购,开放赎回
2023-03-24,0.45,0.45,-0.66,限制大额申购,开放赎回
2023-03-27,0.453,0.453,0.67,限制大额申购,开放赎回
2023-03-28,0.456,0.456,0.66,限制大额申购,开放赎回
2023-03-29,0.456,0.456,0.0,限制大额申购,开放赎回
2023-03-30,0.461,0.461,1.1,限制大额申购,开放赎回
2023-03-31,0.461,0.461,0.0,限制大额申购,开放赎回
2023-04-03,0.464,0.464,0.65,限制大额申购,开放赎回
2023-04-04,0.465,0.465,0.22,限制大额申购,开放赎回
2023-04-06,0.463,0.463,-0.43,限制大额申购,开放赎回
2023-04-07,0.464,0.464,0.22,暂停申购,暂停赎回
2023-04-10,0.463,0.463,-0.22,限制大额申购,开放赎回
2023-04-11,0.469,0.469,1.3,限制大额申购,开放赎回
2023-04-12,0.473,0.473,0.85,限制大额申购,开放赎回
2023-04-13,0.476,0.476,0.63,限制大额申购,开放赎回
2023-04-14,0.472,0.472,-0.84,限制大额申购,开放赎回
2023-04-17,0.468,0.468,-0.85,限制大额申购,开放赎回
2023-04-18,0.471,0.471,0.64,限制大额申购,开放赎回
2023-04-19,0.466,0.466,-1.06,限制大额申购,开放赎回
2023-04-20,0.47,0.47,0.86,限制大额申购,开放赎回
2023-04-21,0.464,0.464,-1.28,限制大额申购,开放赎回
2023-04-24,0.465,0.465,0.22,限制大额申购,开放赎回
2023-04-25,0.464,0.464,-0.22,限制大额申购,开放赎回
2023-04-26,0.465,0.465,0.22,限制大额申购,开放赎回
2023-04-27,0.466,0.466,0.22,限制大额申购,开放赎回
2023-04-28,0.467,0.467,0.21,限制大额申购,开放赎回
2023-05-04,0.459,0.459,-1.71,限制大额申购,开放赎回
2023-05-05,0.464,0.464,1.09,限制大额申购,开放赎回
2023-05-08,0.472,0.472,1.72,限制大额申购,开放赎回
2023-05-09,0.476,0.476,0.85,限制大额申购,开放赎回
2023-05-10,0.471,0.471,-1.05,限制大额申购,开放赎回
2023-05-11,0.461,0.461,-2.12,限制大额申购,开放赎回
2023-05-12,0.464,0.464,0.65,限制大额申购,开放赎回
2023-05-15,0.47,0.47,1.29,限制大额申购,开放赎回
2023-05-16,0.466,0.466,-0.85,限制大额申购,开放赎回
2023-05-17,0.468,0.468,0.43,限制大额申购,开放赎回
2023-05-18,0.479,0.479,2.35,限制大额申购,开放赎回
2023-05-19,0.482,0.482,0.63,限制大额申购,开放赎回
2023-05-22,0.473,0.473,-1.87,限制大额申购,开放赎回
2023-05-23,0.472,0.472,-0.21,限制大额申购,开放赎回
2023-05-24,0.477,0.477,1.06,限制大额申购,开放赎回
2023-05-25,0.469,0.469,-1.68,限制大额申购,开放赎回
2023-05-26,0.469,0.469,0.0,限制大额申购,开放赎回
2023-05-29,0.468,0.468,-0.21,暂停申购,暂停赎回
2023-05-30,0.465,0.465,-0.64,限制大额申购,开放赎回
2023-05-31,0.465,0.465,0.0,限制大额申购,开放赎回
2023-06-01,0.464,0.464,-0.22,限制大额申购,开放赎回
2023-06-02,0.462,0.462,-0.43,限制大额申购,开放赎回
2023-06-05,0.466,0.466,0.87,限制大额申购,开放赎回
2023-06-06,0.468,0.468,0.43,限制大额申购,开放赎回
2023-06-07,0.471,0.471,0.64,限制大额申购,开放赎回
2023-06-08,0.473,0.473,0.42,限制大额申购,开放赎回
2023-06-09,0.467,0.467,-1.27,限制大额申购,开放赎回
2023-06-12,0.47,0.47,0.64,限制大额申购,开放赎回
2023-06-13,0.475,0.475,1.06,限制大额申购,开放赎回
2023-06-14,0.476,0.476,0.21,限制大额申购,开放赎回
2023-06-15,0.489,0.489,2.73,限制大额申购,开放赎回
2023-06-16,0.489,0.489,0.0,限制大额申购,开放赎回
2023-06-19,0.488,0.488,-0.2,暂停申购,暂停赎回
2023-06-20,0.491,0.491,0.61,限制大额申购,开放赎回
2023-06-21,0.491,0.491,0.0,限制大额申购,开放赎回
2023-06-26,0.486,0.486,-1.02,限制大额申购,开放赎回
2023-06-27,0.488,0.488,0.41,限制大额申购,开放赎回
2023-06-28,0.492,0.492,0.82,限制大额申购,开放赎回
2023-06-29,0.491,0.491,-0.2,限制大额申购,开放赎回
2023-06-30,0.49,0.49,-0.2,限制大额申购,开放赎回
2023-07-03,0.493,0.493,0.61,限制大额申购,开放赎回
2023-07-04,0.492,0.492,-0.2,暂停申购,暂停赎回
2023-07-05,0.493,0.493,0.2,限制大额申购,开放赎回
2023-07-06,0.494,0.494,0.2,限制大额申购,开放赎回
2023-07-07,0.495,0.495,0.2,限制大额申购,开放赎回
2023-07-10,0.492,0.492,-0.61,限制大额申购,开放赎回
2023-07-11,0.493,0.493,0.2,限制大额申购,开放赎回
2023-07-12,0.494,0.494,0.2,限制大额申购,开放赎回
2023-07-13,0.494,0.494,0.0,限制大额申购,开放赎回
2023-07-14,0.489,0.489,-1.01,限制大额申购,开放赎回
2023-07-17,0.486,0.486,-0.61,限制大额申购,开放赎回
2023-07-18,0.491,0.491,1.03,限制大额申购,开放赎回
2023-07-19,0.495,0.495,0.81,限制大额申购,开放赎回
2023-07-20,0.493,0.493,-0.4,限制大额申购,开放赎回
2023-07-21,0.493,0.493,0.0,限制大额申购,开放赎回
2023-07-24,0.497,0.497,0.81,限制大额申购,开放赎回
2023-07-25,0.502,0.502,1.01,限制大额申购,开放赎回
2023-07-26,0.498,0.498,-0.8,限制大额申购,开放赎回
2023-07-27,0.494,0.494,-0.8,限制大额申购,开放赎回
2023-07-28,0.499,0.499,1.01,限制大额申购,开放赎回
2023-07-31,0.504,0.504,1.0,限制大额申购,开放赎回
2023-08-01,0.498,0.498,-1.19,限制大额申购,开放赎回
2023-08-02,0.49,0.49,-1.61,限制大额申购,开放赎回
2023-08-03,0.496,0.496,1.22,限制大额申购,开放赎回
2023-08-04,0.498,0.498,0.4,限制大额申购,开放赎回
2023-08-07,0.5,0.5,0.4,限制大额申购,开放赎回
2023-08-08,0.5,0.5,0.0,限制大额申购,开放赎回
2023-08-09,0.505,0.505,1.0,限制大额申购,开放赎回
2023-08-10,0.5,0.5,-0.99,限制大额申购,开放赎回
2023-08-11,0.499,0.499,-0.2,限制大额申购,开放赎回
2023-08-14,0.496,0.496,-0.6,限制大额申购,开放赎回
2023-08-15,0.49,0.49,-1.21,限制大额申购,开放赎回
2023-08-16,0.486,0.486,-0.82,限制大额申购,开放赎回
2023-08-17,0.489,0.489,0.62,限制大额申购,开放赎回
2023-08-18,0.489,0.489,0.0,限制大额申购,开放赎回
2023-08-21,0.491,0.491,0.41,限制大额申购,开放赎回
2023-08-22,0.492,0.492,0.2,限制大额申购,开放赎回
2023-08-23,0.501,0.501,1.83,限制大额申购,开放赎回
2023-08-24,0.497,0.497,-0.8,限制大额申购,开放赎回
2023-08-25,0.498,0.498,0.2,限制大额申购,开放赎回
2023-08-28,0.499,0.499,0.2,限制大额申购,开放赎回
2023-08-29,0.505,0.505,1.2,限制大额申购,开放赎回
2023-08-30,0.507,0.507,0.4,限制大额申购,开放赎回
2023-08-31,0.506,0.506,-0.2,限制大额申购,开放赎回
2023-09-01,0.511,0.511,0.99,限制大额申购,开放赎回
2023-09-04,0.511,0.511,0.0,暂停申购,暂停赎回
2023-09-05,0.507,0.507,-0.78,限制大额申购,开放赎回
2023-09-06,0.509,0.509,0.39,限制大额申购,开放赎回
2023-09-07,0.507,0.507,-0.39,限制大额申购,开放赎回
2023-09-08,0.51,0.51,0.59,限制大额申购,开放赎回
2023-09-11,0.51,0.51,0.0,限制大额申购,开放赎回
2023-09-12,0.518,0.518,1.57,限制大额申购,开放赎回
2023-09-13,0.515,0.515,-0.58,限制大额申购,开放赎回
2023-09-14,0.522,0.522,1.36,限制大额申购,开放赎回
2023-09-15,0.52,0.52,-0.38,限制大额申购,开放赎回
2023-09-18,0.521,0.521,0.19,限制大额申购,开放赎回
2023-09-19,0.522,0.522,0.19,限制大额申购,开放赎回
2023-09-20,0.514,0.514,-1.53,限制大额申购,开放赎回
2023-09-21,0.516,0.516,0.39,限制大额申购,开放赎回
2023-09-22,0.516,0.516,0.0,限制大额申购,开放赎回
2023-09-25,0.519,0.519,0.58,限制大额申购,开放赎回
2023-09-26,0.522,0.522,0.58,限制大额申购,开放赎回
2023-09-27,0.528,0.528,1.15,限制大额申购,开放赎回
2023-09-28,0.525,0.525,-0.57,限制大额申购,开放赎回
2023-10-09,0.524,0.524,-0.19,限制大额申购,开放赎回
2023-10-10,0.522,0.522,-0.38,限制大额申购,开放赎回
2023-10-11,0.518,0.518,-0.77,限制大额申购,开放赎回
2023-10-12,0.517,0.517,-0.19,限制大额申购,开放赎回
2023-10-13,0.531,0.531,2.71,限制大额申购,开放赎回
2023-10-16,0.529,0.529,-0.38,限制大额申购,开放赎回
2023-10-17,0.53,0.53,0.19,限制大额申购,开放赎回
2023-10-18,0.535,0.535,0.94,限制大额申购,开放赎回
2023-10-19,0.54,0.54,0.93,限制大额申购,开放赎回
2023-10-20,0.535,0.535,-0.93,限制大额申购,开放赎回
2023-10-23,0.529,0.529,-1.12,限制大额申购,开放赎回
2023-10-24,0.524,0.524,-0.95,限制大额申购,开放赎回
2023-10-25,0.532,0.532,1.53,限制大额申购,开放赎回
2023-10-26,0.53,0.53,-0.38,限制大额申购,开放赎回
2023-10-27,0.533,0.533,0.57,限制大额申购,开放赎回
2023-10-30,0.52,0.52,-2.44,限制大额申购,开放赎回
2023-10-31,0.521,0.521,0.19,限制大额申购,开放赎回
2023-11-01,0.516,0.516,-0.96,限制大额申购,开放赎回
2023-11-02,0.522,0.522,1.16,限制大额申购,开放赎回
2023-11-03,0.513,0.513,-1.72,限制大额申购,开放赎回
2023-11-06,0.512,0.512,-0.19,限制大额申购,开放赎回
2023-11-07,0.495,0.495,-3.32,限制大额申购,开放赎回
2023-11-08,0.49,0.49,-1.01,限制大额申购,开放赎回
2023-11-09,0.491,0.491,0.2,限制大额申购,开放赎回
2023-11-10,0.492,0.492,0.2,限制大额申购,开放赎回
2023-11-13,0.504,0.504,2.44,限制大额申购,开放赎回
2023-11-14,0.495,0.495,-1.79,限制大额申购,开放赎回
2023-11-15,0.493,0.493,-0.4,限制大额申购,开放赎回
2023-11-16,0.481,0.481,-2.43,限制大额申购,开放赎回
2023-11-17,0.478,0.478,-0.62,限制大额申购,开放赎回
2023-11-20,0.476,0.476,-0.42,限制大额申购,开放赎回
2023-11-21,0.475,0.475,-0.21,限制大额申购,开放赎回
2023-11-22,0.473,0.473,-0.42,限制大额申购,开放赎回
2023-11-23,0.473,0.473,0.0,暂停申购,暂停赎回
2023-11-24,0.472,0.472,-0.21,限制大额申购,开放赎回
2023-11-27,0.47,0.47,-0.42,限制大额申购,开放赎回
2023-11-28,0.474,0.474,0.85,限制大额申购,开放赎回
2023-11-29,0.474,0.474,0.0,限制大额申购,开放赎回
2023-11-30,0.474,0.474,0.0,限制大额申购,开放赎回
2023-12-01,0.478,0.478,0.84,限制大额申购,开放赎回
2023-12-04,0.467,0.467,-2.3,限制大额申购,开放赎回
2023-12-05,0.463,0.463,-0.86,限制大额申购,开放赎回
2023-12-06,0.458,0.458,-1.08,限制大额申购,开放赎回
2023-12-07,0.458,0.458,0.0,限制大额申购,开放赎回
2023-12-08,0.453,0.453,-1.09,限制大额申购,开放赎回
2023-12-11,0.453,0.453,0.0,限制大额申购,开放赎回
2023-12-12,0.457,0.457,0.88,限制大额申购,开放赎回
2023-12-13,0.455,0.455,-0.44,限制大额申购,开放赎回
2023-12-14,0.454,0.454,-0.22,限制大额申购,开放赎回
2023-12-15,0.45,0.45,-0.88,限制大额申购,开放赎回
2023-12-18,0.45,0.45,0.0,限制大额申购,开放赎回
2023-12-19,0.456,0.456,1.33,限制大额申购,开放赎回
2023-12-20,0.451,0.451,-1.1,限制大额申购,开放赎回
2023-12-21,0.457,0.457,1.33,限制大额申购,开放赎回
2023-12-22,0.454,0.454,-0.66,限制大额申购,开放赎回
2023-12-25,0.455,0.455,0.22,暂停申购,暂停赎回
2023-12-26,0.458,0.458,0.66,限制大额申购,开放赎回
2023-12-27,0.459,0.459,0.22,限制大额申购,开放赎回
2023-12-28,0.453,0.453,-1.31,限制大额申购,开放赎回
2023-12-29,0.45,0.45,-0.66,限制大额申购,开放赎回
2023-12-31,0.45,0.45,0.0,限制大额申购,开放赎回
2024-01-02,0.447,0.447,-0.67,限制大额申购,开放赎回
2024-01-03,0.45,0.45,0.67,限制大额申购,开放赎回
2024-01-04,0.452,0.452,0.44,限制大额申购,开放赎回
2024-01-05,0.455,0.455,0.66,限制大额申购,开放赎回
2024-01-08,0.448,0.448,-1.54,限制大额申购,开放赎回
2024-01-09,0.454,0.454,1.34,限制大额申购,开放赎回
2024-01-10,0.451,0.451,-0.66,限制大额申购,开放赎回
2024-01-11,0.453,0.453,0.44,限制大额申购,开放赎回
2024-01-12,0.455,0.455,0.44,限制大额申购,开放赎回
2024-01-15,0.456,0.456,0.22,暂停申购,暂停赎回
2024-01-16,0.452,0.452,-0.88,限制大额申购,开放赎回
2024-01-17,0.453,0.453,0.22,限制大额申购,开放赎回
2024-01-18,0.456,0.456,0.66,限制大额申购,开放赎回
2024-01-19,0.455,0.455,-0.22,限制大额申购,开放赎回
2024-01-22,0.458,0.458,0.66,限制大额申购,开放赎回
2024-01-23,0.459,0.459,0.22,限制大额申购,开放赎回
2024-01-24,0.459,0.459,0.0,限制大额申购,开放赎回
2024-01-25,0.464,0.464,1.09,限制大额申购,开放赎回
2024-01-26,0.466,0.466,0.43,限制大额申购,开放赎回
2024-01-29,0.467,0.467,0.21,限制大额申购,开放赎回
2024-01-30,0.468,0.468,0.21,限制大额申购,开放赎回
2024-01-31,0.463,0.463,-1.07,限制大额申购,开放赎回
2024-02-01,0.464,0.464,0.22,限制大额申购,开放赎回
2024-02-02,0.457,0.457,-1.51,限制大额申购,开放赎回
2024-02-05,0.454,0.454,-0.66,限制大额申购,开放赎回
2024-02-06,0.453,0.453,-0.22,限制大额申购,开放赎回
2024-02-07,0.453,0.453,0.0,限制大额申购,开放赎回
2024-02-08,0.455,0.455,0.44,限制大额申购,开放赎回
2024-02-19,0.454,0.454,-0.22,暂停申购,暂停赎回
2024-02-20,0.452,0.452,-0.44,限制大额申购,开放赎回
2024-02-21,0.452,0.452,0.0,限制大额申购,开放赎回
2024-02-22,0.449,0.449,-0.66,限制大额申购,开放赎回
2024-02-23,0.449,0.449,0.0,限制大额申购,开放赎回
2024-02-26,0.445,0.445,-0.89,限制大额申购,开放赎回
2024-02-27,0.442,0.442,-0.67,限制大额申购,开放赎回
2024-02-28,0.441,0.441,-0.23,限制大额申购,开放赎回
2024-02-29,0.445,0.445,0.91,限制大额申购,开放赎回
2024-03-01,0.452,0.452,1.57,限制大额申购,开放赎回
2024-03-04,0.458,0.458,1.33,限制大额申购,开放赎回
2024-03-05,0.459,0.459,0.22,限制大额申购,开放赎回
2024-03-06,0.463,0.463,0.87,限制大额申购,开放赎回
2024-03-07,0.464,0.464,0.22,限制大额申购,开放赎回
2024-03-08,0.465,0.465,0.22,限制大额申购,开放赎回
2024-03-11,0.467,0.467,0.43,限制大额申购,开放赎回
2024-03-12,0.464,0.464,-0.64,限制大额申购,开放赎回
2024-03-13,0.47,0.47,1.29,限制大额申购,开放赎回
2024-03-14,0.473,0.473,0.64,限制大额申购,开放赎回
2024-03-15,0.473,0.473,0.0,限制大额申购,开放赎回
2024-03-18,0.477,0.477,0.85,限制大额申购,开放赎回
2024-03-19,0.48,0.48,0.63,限制大额申购,开放赎回
2024-03-20,0.474,0.474,-1.25,限制大额申购,开放赎回
2024-03-21,0.474,0.474,0.0,限制大额申购,开放赎回
2024-03-22,0.474,0.474,0.0,限制大额申购,开放赎回
2024-03-25,0.475,0.475,0.21,限制大额申购,开放赎回
2024-03-26,0.473,0.473,-0.42,限制大额申购,开放赎回
2024-03-27,0.477,0.477,0.85,限制大额申购,开放赎回
2024-03-28,0.483,0.483,1.26,限制大额申购,开放赎回
2024-03-29,0.483,0.483,0.0,暂停申购,暂停赎回
2024-04-01,0.486,0.486,0.62,限制大额申购,开放赎回
2024-04-02,0.492,0.492,1.23,限制大额申购,开放赎回
2024-04-03,0.496,0.496,0.81,限制大额申购,开放赎回
2024-04-08,0.504,0.504,1.61,限制大额申购,开放赎回
2024-04-09,0.504,0.504,0.0,限制大额申购,开放赎回
2024-04-10,0.502,0.502,-0.4,限制大额申购,开放赎回
2024-04-11,0.507,0.507,1.0,限制大额申购,开放赎回
2024-04-12,0.502,0.502,-0.99,限制大额申购,开放赎回
2024-04-15,0.507,0.507,1.0,限制大额申购,开放赎回
2024-04-16,0.503,0.503,-0.79,限制大额申购,开放赎回
2024-04-17,0.499,0.499,-0.8,限制大额申购,开放赎回
2024-04-18,0.5,0.5,0.2,限制大额申购,开放赎回
2024-04-19,0.502,0.502,0.4,限制大额申购,开放赎回
2024-04-22,0.491,0.491,-2.19,限制大额申购,开放赎回
2024-04-23,0.49,0.49,-0.2,限制大额申购,开放赎回
2024-04-24,0.49,0.49,0.0,限制大额申购,开放赎回
2024-04-25,0.493,0.493,0.61,限制大额申购,开放赎回
2024-04-26,0.494,0.494,0.2,限制大额申购,开放赎回
2024-04-29,0.494,0.494,0.0,限制大额申购,开放赎回
2024-04-30,0.482,0.482,-2.43,限制大额申购,开放赎回
2024-05-06,0.487,0.487,1.04,限制大额申购,开放赎回
2024-05-07,0.486,0.486,-0.21,限制大额申购,开放赎回
2024-05-08,0.485,0.485,-0.21,限制大额申购,开放赎回
2024-05-09,0.496,0.496,2.27,限制大额申购,开放赎回
2024-05-10,0.496,0.496,0.0,限制大额申购,开放赎回
2024-05-13,0.493,0.493,-0.6,限制大额申购,开放赎回
2024-05-14,0.495,0.495,0.41,限制大额申购,开放赎回
2024-05-15,0.502,0.502,1.41,限制大额申购,开放赎回
2024-05-16,0.5,0.5,-0.4,限制大额申购,开放赎回
2024-05-17,0.512,0.512,2.4,限制大额申购,开放赎回
2024-05-20,0.515,0.515,0.59,限制大额申购,开放赎回
2024-05-21,0.513,0.513,-0.39,限制大额申购,开放赎回
2024-05-22,0.499,0.499,-2.73,限制大额申购,开放赎回
2024-05-23,0.492,0.492,-1.4,限制大额申购,开放赎回
2024-05-24,0.495,0.495,0.61,限制大额申购,开放赎回
2024-05-27,0.495,0.495,0.0,暂停申购,暂停赎回
2024-05-28,0.503,0.503,1.62,限制大额申购,开放赎回
2024-05-29,0.499,0.499,-0.8,限制大额申购,开放赎回
2024-05-30,0.499,0.499,0.0,限制大额申购,开放赎回
2024-05-31,0.495,0.495,-0.8,限制大额申购,开放赎回
2024-06-03,0.492,0.492,-0.61,限制大额申购,开放赎回
2024-06-04,0.483,0.483,-1.83,限制大额申购,开放赎回
2024-06-05,0.489,0.489,1.24,限制大额申购,开放赎回
2024-06-06,0.498,0.498,1.84,限制大额申购,开放赎回
2024-06-07,0.479,0.479,-3.82,限制大额申购,开放赎回
2024-06-11,0.486,0.486,1.46,限制大额申购,开放赎回
2024-06-12,0.489,0.489,0.62,限制大额申购,开放赎回
2024-06-13,0.483,0.483,-1.23,限制大额申购,开放赎回
2024-06-14,0.487,0.487,0.83,限制大额申购,开放赎回
2024-06-17,0.488,0.488,0.21,限制大额申购,开放赎回
2024-06-18,0.492,0.492,0.82,限制大额申购,开放赎回
2024-06-19,0.492,0.492,0.0,暂停申购,暂停赎回
2024-06-20,0.499,0.499,1.42,限制大额申购,开放赎回
2024-06-21,0.491,0.491,-1.6,限制大额申购,开放赎回
2024-06-24,0.495,0.495,0.81,限制大额申购,开放赎回
2024-06-25,0.491,0.491,-0.81,限制大额申购,开放赎回
2024-06-26,0.488,0.488,-0.61,限制大额申购,开放赎回
2024-06-27,0.492,0.492,0.82,限制大额申购,开放赎回
2024-06-28,0.492,0.492,0.0,限制大额申购,开放赎回
2024-06-30,0.492,0.492,0.0,限制大额申购,开放赎回
2024-07-01,0.493,0.493,0.2,限制大额申购,开放赎回
2024-07-02,0.494,0.494,0.2,限制大额申购,开放赎回
2024-07-03,0.5,0.5,1.21,限制大额申购,开放赎回
2024-07-04,0.5,0.5,0.0,暂停申购,暂停赎回
2024-07-05,0.505,0.505,1.0,限制大额申购,开放赎回
2024-07-08,0.5,0.5,-0.99,限制大额申购,开放赎回
2024-07-09,0.499,0.499,-0.2,限制大额申购,开放赎回
2024-07-10,0.502,0.502,0.6,限制大额申购,开放赎回
2024-07-11,0.509,0.509,1.39,限制大额申购,开放赎回
2024-07-12,0.508,0.508,-0.2,限制大额申购,开放赎回
2024-07-15,0.506,0.506,-0.39,限制大额申购,开放赎回
2024-07-16,0.513,0.513,1.38,限制大额申购,开放赎回
2024-07-17,0.509,0.509,-0.78,限制大额申购,开放赎回
2024-07-18,0.506,0.506,-0.59,限制大额申购,开放赎回
2024-07-19,0.501,0.501,-0.99,限制大额申购,开放赎回
2024-07-22,0.5,0.5,-0.2,限制大额申购,开放赎回
2024-07-23,0.499,0.499,-0.2,限制大额申购,开放赎回
2024-07-24,0.5,0.5,0.2,限制大额申购,开放赎回
2024-07-25,0.495,0.495,-1.0,限制大额申购,开放赎回
2024-07-26,0.494,0.494,-0.2,限制大额申购,开放赎回
2024-07-29,0.493,0.493,-0.2,限制大额申购,开放赎回
2024-07-30,0.497,0.497,0.81,限制大额申购,开放赎回
2024-07-31,0.503,0.503,1.21,限制大额申购,开放赎回
2024-08-01,0.495,0.495,-1.59,限制大额申购,开放赎回
2024-08-02,0.489,0.489,-1.21,限制大额申购,开放赎回
2024-08-05,0.482,0.482,-1.43,限制大额申购,开放赎回
2024-08-06,0.482,0.482,0.0,限制大额申购,开放赎回
2024-08-07,0.486,0.486,0.83,限制大额申购,开放赎回
2024-08-08,0.494,0.494,1.65,限制大额申购,开放赎回
2024-08-09,0.497,0.497,0.61,限制大额申购,开放赎回
2024-08-12,0.505,0.505,1.61,限制大额申购,开放赎回
2024-08-13,0.505,0.505,0.0,限制大额申购,开放赎回
2024-08-14,0.503,0.503,-0.4,限制大额申购,开放赎回
2024-08-15,0.507,0.507,0.8,限制大额申购,开放赎回
2024-08-16,0.509,0.509,0.39,限制大额申购,开放赎回
2024-08-19,0.507,0.507,-0.39,限制大额申购,开放赎回
2024-08-20,0.505,0.505,-0.39,限制大额申购,开放赎回
2024-08-21,0.503,0.503,-0.4,限制大额申购,开放赎回
2024-08-22,0.5,0.5,-0.6,限制大额申购,开放赎回
2024-08-23,0.51,0.51,2.0,限制大额申购,开放赎回
2024-08-26,0.512,0.512,0.39,限制大额申购,开放赎回
2024-08-27,0.513,0.513,0.2,限制大额申购,开放赎回
2024-08-28,0.505,0.505,-1.56,限制大额申购,开放赎回
2024-08-29,0.51,0.51,0.99,限制大额申购,开放赎回
2024-08-30,0.504,0.504,-1.18,限制大额申购,开放赎回
2024-09-02,0.503,0.503,-0.2,暂停申购,暂停赎回
2024-09-03,0.495,0.495,-1.59,限制大额申购,开放赎回
2024-09-04,0.494,0.494,-0.2,限制大额申购,开放赎回
2024-09-05,0.496,0.496,0.4,限制大额申购,开放赎回
2024-09-06,0.489,0.489,-1.41,限制大额申购,开放赎回
2024-09-09,0.493,0.493,0.82,限制大额申购,开放赎回
2024-09-10,0.495,0.495,0.41,限制大额申购,开放赎回
2024-09-11,0.498,0.498,0.61,限制大额申购,开放赎回
2024-09-12,0.508,0.508,2.01,限制大额申购,开放赎回
2024-09-13,0.512,0.512,0.79,限制大额申购,开放赎回
2024-09-18,0.505,0.505,-1.37,限制大额申购,开放赎回
2024-09-19,0.516,0.516,2.18,限制大额申购,开放赎回
2024-09-20,0.518,0.518,0.39,限制大额申购,开放赎回
2024-09-23,0.517,0.517,-0.19,限制大额申购,开放赎回
2024-09-24,0.525,0.525,1.55,限制大额申购,开放赎回
2024-09-25,0.521,0.521,-0.76,限制大额申购,开放赎回
2024-09-26,0.525,0.525,0.77,限制大额申购,开放赎回
2024-09-27,0.519,0.519,-1.14,限制大额申购,开放赎回
2024-09-30,0.515,0.515,-0.77,限制大额申购,开放赎回
2024-10-08,0.518,0.518,0.58,限制大额申购,开放赎回
2024-10-09,0.514,0.514,-0.77,限制大额申购,开放赎回
2024-10-10,0.52,0.52,1.17,限制大额申购,开放赎回
2024-10-11,0.523,0.523,0.58,限制大额申购,开放赎回
2024-10-14,0.521,0.521,-0.38,限制大额申购,开放赎回
2024-10-15,0.521,0.521,0.0,限制大额申购,开放赎回
2024-10-16,0.526,0.526,0.96,限制大额申购,开放赎回
2024-10-17,0.528,0.528,0.38,限制大额申购,开放赎回
2024-10-18,0.535,0.535,1.33,限制大额申购,开放赎回
2024-10-21,0.532,0.532,-0.56,限制大额申购,开放赎回
2024-10-22,0.54,0.54,1.5,限制大额申购,开放赎回
2024-10-23,0.535,0.535,-0.93,限制大额申购,开放赎回
2024-10-24,0.537,0.537,0.37,限制大额申购,开放赎回
2024-10-25,0.538,0.538,0.19,限制大额申购,开放赎回
2024-10-28,0.533,0.533,-0.93,限制大额申购,开放赎回
2024-10-29,0.536,0.536,0.56,限制大额申购,开放赎回
2024-10-30,0.54,0.54,0.75,限制大额申购,开放赎回
2024-10-31,0.535,0.535,-0.93,限制大额申购,开放赎回
2024-11-01,0.529,0.529,-1.12,限制大额申购,开放赎回
2024-11-04,0.533,0.533,0.76,限制大额申购,开放赎回
2024-11-05,0.534,0.534,0.19,限制大额申购,开放赎回
2024-11-06,0.517,0.517,-3.18,限制大额申购,开放赎回
2024-11-07,0.53,0.53,2.51,限制大额申购,开放赎回
